notice_date,reason,company,address,county,phone,business_type,affected,total_employees,layoff_date,dislocation,union,classification
3/25/2020,Temporary Plant Layoff,"DeIorio Foods, Inc.","2220 Bleeker Street Utica, NY 13501",Oneida County,(315) 624-2719,Wholesale Bakery,64,0,3/29/2020,COVID-19,"Bakery, Confectionary, Tobacco Workers' and Grain Millers Union, AFL-CIO Local # 53",Temporary Plant Layoff
3/26/2020,Temporary Plant Layoff,"P.S. Pibbs, Inc.","133-15 32nd Avenue Flushing, NY 11354",Queens County,(718) 445-8046,Beauty Salon Equipment,87,0,3/20/2020,COVID-19,The employees are not represented by a union,Temporary Plant Layoff
3/25/2020,Temporary Plant Closing,"Punch the Pickle, LLC dba Lucky Pickle Dumpling Co.","513 Amsterdam Avenue New York, NY 10024",New York County,(212) 671-2711,Restaurant,6,0,3/16/2020,COVID-19,The employees are not represented by a union,Temporary Plant Closing
3/16/2020,Temporary Plant Closing,"Shinko Foods, Inc., dba Shabu-Tatsu Restaurant","216 East 10th Street New York, NY 10003",New York County,(212) 228-3030,Restaurant,0,0,3/16/2020,COVID-19,The employees are not represented by a union,Temporary Plant Closing
3/27/2020,Temporary Plant Closing,"Union Sq 4th F&B Management LLC, dba BOWERY ROAD and LIBRARY OF DISTILLED SPIRITS","132 Fourth Avenue New York, NY 10003",New York County,(248) 974-9522,Restaurant,49,49,3/16/2020,COVID-19,The employees are not represented by a union,Temporary Plant Closing
3/25/2020,Temporary Plant Layoff,Mercedes-Benz of Rockville Center,"650 Sunrise Highway Rockville Centre, NY 11570",Hempstead County,(516) 766-6900,Auto Dealer,40,168,-----,COVID-19,The employees are not represented by a union,Temporary Plant Layoff
4/1/2020,Temporary Plant Closing,"11th Street Hospitality LLC, dba Cathedrale, Alphabet Bar and Little Sister","112 East 11th Street New York, NY 10003",New York County,(212) 776-9220,Restaurant,218,0,3/23/2020,COVID-19,The employees are not represented by a union,Temporary Plant Closing
3/31/2020,Temporary Plant Closing,"Union Square Café II, LLC dba Union Square Café","101 East 19th Street New York, NY 10003",New York County,(917) 406-6702,Restaurant,139,139,3/18/2020,COVID-19,The employees are not represented by a union,Temporary Plant Closing
3/31/2020,Temporary Plant Layoff,"Baked Ziti, LLC","57 West 57th Street New York, NY 10019",New York County,(646) 277-2357,Restaurant,142,0,3/31/2020,COVID-19,The employees are not represented by a union,Temporary Plant Layoff
3/31/2020,Temporary Plant Layoff,"United Chicken Fingers, LLC","360 Park Avenue South New York, NY 10010",New York County,(646) 277-2357,Restaurant,123,0,3/31/2020,COVID-19,The employees are not represented by a union,Temporary Plant Layoff
3/31/2020,Temporary Plant Layoff,"New York RGI Sub, LLC (East 50th Street)","37 East 50th Street New York, NY 10022",New York County,(646) 277-2357,Restaurant,91,0,3/31/2020,COVID-19,The employees are not represented by a union,Temporary Plant Layoff
3/31/2020,Temporary Plant Layoff,"The Manhattan Ocean Club Associates, LLC","57 West 58th Street New York, NY 10019",New York County,(646) 277-2357,Restaurant,120,0,3/31/2020,COVID-19,The employees are not represented by a union,Temporary Plant Layoff
3/31/2020,Temporary Plant Layoff,"St. James Associates, L.P.","797 Third Avenue New York, NY 10022",New York County,(646) 277-2357,Restaurant,177,0,3/31/2020,COVID-19,The employees are not represented by a union,Temporary Plant Layoff
3/24/2020,Temporary Plant Closing,"Perry Street Project LLC, dba Perry St.","176 Perry Street New York, NY 10014",New York County,-----,Restaurant,39,39,3/15/2020,COVID-19,The employees are not represented by a union,Temporary Plant Closing
3/30/2020,Temporary Plant Layoff,New York Cinema Investments LLC dba Cinepolis,"260 W 23rd St. New York, NY 10011",New York County,(972) 993-1553,Movie Theatre,37,0,3/19/2020,COVID-19,The employees are not represented by a union,Temporary Plant Layoff
3/31/2020,Temporary Plant Closing,"Blue Smoke, LLC dba Blue Smoke","116 East 27th Street New York, NY 10016",New York County,(917) 406-6702,Restaurant,104,104,3/18/2020,COVID-19,The employees are not represented by a union,Temporary Plant Closing
3/31/2020,Temporary Plant Closing,Whit Food II LLC,"99 Gansevoort Street New York, NY 10014",New York County,(917) 406-6702,Restaurant,47,47,3/18/2020,COVID-19,The employees are not represented by a union,Temporary Plant Closing
4/1/2020,Temporary Plant Layoff,Pryor Cashman LLP,"7 Times Square New York, NY 10036",New York County,(212) 326-0462,Law Firm,53,0,3/31/2020,COVID-19,The employees are not represented by a union,Temporary Plant Layoff
4/1/2020,Temporary Plant Closing,Chelsea Hospitality Associates LLC dba Feroce Bar Feroce and Fleur Room “Moxy Chelsea F&B”,"105 West 28th Street New York, NY 10001",New York County,(212) 776-9220,Restaurant,173,173,3/23/2020,COVID-19,The employees are not represented by a union,Temporary Plant Closing
4/1/2020,Temporary Plant Closing,Seventh Hospitality LLC dba Legasea Magic Hour and Bar Moxy “Moxy TS F&B”,"485 7th Avenue New York, NY 10018",New York County,(212) 776-9220,Restaurant,212,212,3/23/2020,COVID-19,The employees are not represented by a union,Temporary Plant Closing
3/27/2020,Temporary Plant Layoff,Fred Smith Plumbing & Heating,"1674 First Avenue New York, NY 10128",New York County,(212) 744-1300,Plumbing and Heating,74,0,3/23/2020,COVID-19,The employees are not represented by a union,Temporary Plant Layoff
3/31/2020,Temporary Plant Layoff,"Peter Luger, Inc.","178 Broadway Brooklyn, NY 11211",Kings County,(718) 387-0500,Restaurant,34,0,3/31/2020,COVID-19,The employees are not represented by a union,Temporary Plant Layoff
3/30/2020,Temporary Plant Layoff,The Manhattan Club Timeshare Association Inc.,"200 West 56th Street New York, NY 10019",New York County,(212) 453-8285,Hotel,104,0,3/19/2020,COVID-19,"New York Hotel & Motel Trades Council, AFL-CIO",Temporary Plant Layoff
4/2/2020,Temporary Plant Closing,HLD 46th LLC dba Sushi of Gari 46,"347 West 46th Street New York, NY 10036",New York County,(212) 517-5340 Ext,Restaurant,30,0,3/31/2020,COVID-19,The employees are not represented by a union,Temporary Plant Closing
4/1/2020,Temporary Plant Closing,"Eataly NY FIDI, LLC","4 WTC 101 Liberty St. 3rd Floor New York, NY 10007",New York County,(214) 683-6984,Restaurant,260,0,3/16/2020,COVID-19,The employees are not represented by a union,Temporary Plant Closing
4/1/2020,Temporary Plant Closing,"Eataly NY, LLC","200 5th Avenue New York, NY 10010",New York County,(214) 683-6984,Restaurant,314,0,3/16/2020,COVID-19,The employees are not represented by a union,Temporary Plant Closing
3/23/2020,Temporary Plant Closing,Feinstein's/54 Below,"254 W. 54th Street New York, NY 10019",New York County,(917) 580-0480,Restaurant,72,0,3/13/2020,COVID-19,The employees are not represented by a union,Temporary Plant Closing
4/3/2020,Temporary Plant Layoff,Asplundh Tree Expert LLC,"476 Express Drive S. Medford, NY 11763",Suffolk County,(631) 205-9323,Tree service,49,0,4/1/2020,COVID-19,"International Brotherhood of Electrical Workers Local 1049, AFL-CIO",Temporary Plant Layoff
4/1/2020,Temporary Plant Layoff,Ruth's Chris Steak House,"600 Old Country Road Garden City, NY 11530",Nassau County,(407) 829-3424,Restaurant,65,0,3/30/2020,COVID-19,The employees are not represented by a union,Temporary Plant Layoff
3/26/2020,Temporary Plant Layoff,"Karp Automotive, Inc.","372-400 Sunrise Hwy. Rockville Centre, NY 11570",Nassau County,(516) 763-8460,Auto Sales,75,110,-----,COVID-19,The employees are not represented by a union,Temporary Plant Layoff
3/24/2020,Temporary Plant Closing,"130 West 3rd Café, Inc. dba The Fat Black Pussycat","130 West 3rd Street New York, NY 10012",New York County,(646) 354-1905,Restaurant,40,0,3/17/2020,COVID-19,The employees are not represented by a union,Temporary Plant Closing
3/30/2020,Temporary Plant Closing,"Standard High Line Employer, LLC “Hotel F&B”","848 Washington Street New York, NY 10014",New York County,(212) 784-5512,Hotel,415,415,3/17/2020,COVID-19,The employees are not represented by a union,Temporary Plant Closing
3/31/2020,Temporary Plant Layoff,Araca Merchandise L.P.,"545 West 45th Street, 10th Floor New York, NY 10036",New York County,(347) 920-0080,Production Company,107,0,3/12/2020,COVID-19,The employees are not represented by a union,Temporary Plant Layoff
4/1/2020,Plant Layoff,"DGA Security Systems, Inc.","429 West 53rd Street New York, NY 10019",New York County,(907) 617-3037,Security System Installation,32,0,3/23/2020,COVID-19,"United Service Workers Union, Local 355",Plant Layoff
3/30/2020,Temporary Plant Layoff,Spire Hospitality,"High Peaks Resort, 2384 Saranac Avenue Lake Placid, NY 12946",Essex County,(469) 788-8710,Hotel,90,0,3/20/2020,COVID-19,The employees are not represented by a union,Temporary Plant Layoff
3/31/2020,Temporary Plant Closing,The Century Association (the Club),"7 West 43rd Street New York, NY 10036",New York County,(516) 695-3075,Social Club,81,0,3/16/2020,COVID-19,Local 6,Temporary Plant Closing
4/1/2020,Temporary Plant Layoff,Ruth's Chris Steak House,"148 W. 51st St. New York, NY 10019",New York County,(407) 829-3424,Restaurant,73,0,3/30/2020,COVID-19,The employees are not represented by a union,Temporary Plant Layoff
3/13/2020,Temporary Plant Layoff,El Al Israeli Airlines Ltd.,"100 Wall Street New York, NY 10005",New York County,(212) 852-0625,Airline,53,53,Separations,COVID-19,"International Association of Machinists and Aerospace Workers, Air Transport District Lodge 142",Temporary Plant Layoff
3/24/2020,Temporary Plant Closing,Transform – Manhattan Showroom,"200 Lexington Avenue, Suite 708 New York, NY 10016",New York County,(914) 500-0980,Closets and Storage,0,0,3/17/2020,COVID-19,The employees are not represented by a union,Temporary Plant Closing
3/24/2020,Temporary Plant Closing,Transform,"Headquarters, Manufacturing Facility, and Westchester Showroom 20 Jones Street New Rochelle, NY 10801",Westchester County,(914) 500-0980,Closets and Storage,0,0,3/17/2020,COVID-19,The employees are not represented by a union,Temporary Plant Closing
3/30/2020,Plant Layoff,"Greyhound Lines, Inc.","181 Ellicott St. Buffalo, NY 14203",Erie County,(214) 849-8605,Transportation,19,0,3/30/2020,COVID-19,ATU Local 1700,Plant Layoff
3/25/2020,Temporary Plant Closing,"Cortland Apple, LLC","3127 East Main Street Mohegan Lake, NY 10547",Westchester County,(914) 777-2331 Ext,Restaurant,61,61,3/17/2020,COVID-19,The employees are not represented by a union,Temporary Plant Closing
3/25/2020,Temporary Plant Closing,"Hawthorne Apple, LLC","18 Saw Mill River Road Hawthorne, NY 10532",Westchester County,(914) 777-2331 Ext,Restaurant,27,27,3/17/2020,COVID-19,The employees are not represented by a union,Temporary Plant Closing
3/25/2020,Temporary Plant Layoff,"Crest Hollow Country Club dba Crest Hollow Club at Woodbury, Inc.","8325 Jericho Tpke. Woodbury, NY 11797",Nassau County,(516) 692-8000 Ext,Country Club,311,0,287,COVID-19,The employees are not represented by a union,Temporary Plant Layoff
3/25/2020,Temporary Plant Closing,"Crossroads Apple, LLC","395 Tarrytown Road White Plains, NY 10607",Westchester County,(914) 777-2331 Ext,Restaurant,38,38,3/17/2020,COVID-19,The employees are not represented by a union,Temporary Plant Closing
3/25/2020,Temporary Plant Closing,"New Rochelle Apple, LLC","25 LeCount Place New Rochelle, NY 10801",Westchester County,(914) 777-2331 Ext,Restaurant,50,50,3/17/2020,COVID-19,The employees are not represented by a union,Temporary Plant Closing
3/23/2020,Temporary Plant Closing,"Eye Care and Vision Associates Ophthalmology, LLP (ECVA) (3 Sites)","932 Elmwood Avenue Buffalo, NY 14222","Niagara/Buffalo, Erie County",(716) 631-8888 Ext,Optometry Offices,60,60,48,COVID-19,The employees are not represented by a union,Temporary Plant Closing
3/26/2020,Temporary Plant Closing,"Apple-Metro, Inc.","550 Mamaroneck Avenue Harrison, NY 10528",Westchester County,(914) 777-2331 Ext,Restaurant,61,61,3/17/2020,COVID-19,The employees are not represented by a union,Temporary Plant Closing
3/19/2020,Temporary Plant Layoff,Blue Hill at Stone Barns LLC dba Blue Hill at Stone Barns,"630 Bedford Road Pocantico Hills, NY 10591",Westchester County,(914) 366-9606,Restaurant,133,0,A,COVID-19,The employees are not represented by a union,Temporary Plant Layoff
3/25/2020,Temporary Plant Closing,"EB Apple, LLC","1 Executive Blvd. Yonkers, NY 10701",Westchester County,(914) 777-2331 Ext,Restaurant,33,33,3/17/2020,COVID-19,The employees are not represented by a union,Temporary Plant Closing
3/25/2020,Temporary Plant Closing,"Cross County Apple, LLC","1010 Mall Walk West Yonkers, NY 10704",Westchester County,(914) 777-2331 Ext,Restaurant,48,48,3/17/2020,COVID-19,The employees are not represented by a union,Temporary Plant Closing
4/2/2020,Temporary Plant Layoff,Pallette Stone Corporation,"373 Washington Street Saratoga Springs, NY 12866",Saratoga County,(518) 664-9855,Stone Quarry,27,0,3/30/2020,COVID-19,The employees are not represented by a union,Temporary Plant Layoff
3/28/2020,Temporary Plant Closing,Rivka Inc.,"101 St. Marks Place New York, NY 10009",New York County,(646) 429-2292,Restaurant,37,0,3/16/2020,COVID-19,The employees are not represented by a union,Temporary Plant Closing
3/28/2020,Temporary Plant Closing,Café Mogador LLC,"133 Wythe Ave. Brooklyn, NY 11249",Kings County,(646) 429-2292,Restaurant,43,0,3/16/2020,COVID-19,The employees are not represented by a union,Temporary Plant Closing
3/16/2020,Possible Plant Layoff/Closing,Future Media Group,"One World Trade Center New York, NY 10007",New York County,(646) 251-2975,Global tech media company,47,58,Furloughs,COVID-19,The employees are not represented by a union.,Possible Plant Layoff/Closing
3/20/2020,Temporary Plant Layoff,"Rumble Fitness, LLC","1495 3rd Avenue New York, NY 10028",New York County,(917) 494-2664,Gym,184,184,146,COVID-19,The employees are not represented by a union,Temporary Plant Layoff
3/19/2020,Temporary Layoff,Washington Place dba Blue Hill,"75 Washington Place New York, NY 10011",New York County,(914) 366-9606,Restaurant,26,0,A,COVID-19,The employees are not represented by a union,Temporary Layoff
4/1/2020,Temporary Plant Layoff,Elie Tahari Ltd.,"501 Fifth Avenue New York, NY 10017",New York County,(971) 671-6424,Retail,65,0,3/20/2020,COVID-19,Laundry Distribution and Food Service Joint Board,Temporary Plant Layoff
4/3/2020,Temporary Plant Closing,New York City & Vicinity District Council of Carpenters,"395 Hudson Street, 1st Floor and 9th Floor New York, NY 10014",Queens/New York County,(917) 376-5528,Carpentry Organization,76,0,4/3/2020,COVID-19,The employees are not represented by a union,Temporary Plant Closing
4/2/2020,Temporary Plant Layoff,"Caleres, Inc. New York Corporate Headquarters","156 West 56th Street New York, NY 10019",New York County,(212) 906-4211,Footwear,70,0,3/28/2020,COVID-19,The employees are not represented by a union,Temporary Plant Layoff
4/2/2020,Temporary Plant Layoff,Icon Parking Holdings LLC (227 Locations in NYC),"220 East 23rd Street New York, NY 10010",New York County,(212) 843-5577,Parking Service/Locations,883,0,3/14/2020,COVID-19,Non Union,Temporary Plant Layoff
3/23/2020,Temporary Plant Layoff,"Elite Services Group, LLC","40 West 27th Street, 6th Floor New York, NY 10001",New York County,(212) 213-0500,Commercial Cleaning,137,0,3/20/2020,COVID-19,"Local 621, United Workers of America",Temporary Plant Layoff
3/30/2020,Temporary Plant Closing,In Good Co Park Ave Inc.,"99 Park Ave. New York, NY 10016",New York County,(646) 498-4247,Restaurant,60,60,3/16/2020,COVID-19,The employees are not represented by a union,Temporary Plant Closing
3/30/2020,Temporary Plant Closing,38 W. 36th Street LLC,"38 W. 36th Street New York, NY 10018",New York County,(646) 498-4247,Restaurant,53,53,3/16/2020,COVID-19,The employees are not represented by a union,Temporary Plant Closing
3/30/2020,Temporary Plant Closing,Refinery Lobby Bar LLC,"63 W. 38th Street New York, NY 10018",New York County,(646) 498-4247,Restaurant,27,27,3/16/2020,COVID-19,The employees are not represented by a union,Temporary Plant Closing
3/30/2020,Temporary Plant Closing,PRYM 1216 Street Level LLC,"30 W. 30th Street New York, NY 10001",New York County,(917) 656-7839,Restaurant,41,41,3/16/2020,COVID-19,The employees are not represented by a union,Temporary Plant Closing
3/31/2020,Temporary Plant Closing,Hudson Yards Sports and Entertainment LLC,----- -----,New York/Queens County,(917) 406-6702,Restaurant,49,49,3/18/2020,COVID-19,The employees are not represented by a union,Temporary Plant Closing
3/31/2020,Temporary Plant Closing,"Porchlight West Chelsea, LLC dba Porchlight","271 11th Avenue New York, NY 10001",New York County,(917) 406-6702,Restaurant,34,34,3/18/2020,COVID-19,The employees are not represented by a union,Temporary Plant Closing
3/27/2020,Temporary Plant Layoff,Patroon Operating Co. LLC dba Aretsky's Patroon,"160 East 46th Street New York, NY 10017",New York County,(917) 340-9660,Restaurant,78,0,3/13/2020,COVID-19,The employees are not represented by a union,Temporary Plant Layoff
3/31/2020,Temporary Plant Closing,"331 PAS F&B Management, LLC dba LoBall","853 Broadway, 17th Floor New York, NY 10003",New York County,(917) 406-6702,Restaurant,16,16,3/18/2020,COVID-19,The employees are not represented by a union,Temporary Plant Closing
3/31/2020,Temporary Plant Closing,GT Operating Company LLC dba Gramercy Tavern,"42 East 20th Street New York, NY 10003",New York County,(917) 406-6702,Restaurant,189,189,3/18/2020,COVID-19,The employees are not represented by a union,Temporary Plant Closing
3/27/2020,Temporary Plant Layoff,China Grill Management 12 E 22 LLC dba Almond,"12 E. 22nd Street New York, NY 10010",New York County,(917) 658-5847,Restaurant,69,0,3/16/2020,COVID-19,The employees are not represented by a union,Temporary Plant Layoff
3/27/2020,Temporary Plant Closing,"LeNoble Lumber Co., Inc.","38-20 Review Avenue Long Island City, NY 11101",Queens County,(718) 784-5230,Lumber and Building Material Distribution,99,99,3/20/2020,COVID-19,"International Brotherhood of Teamsters, Local 522",Temporary Plant Closing
3/31/2020,Temporary Plant Layoff,"Howard Zimmerman Architects, P.C.","11 West 30th Street, 3rd Floor New York, NY 10001",New York County,(212) 204-7597,Architecture Firm,42,0,4/1/2020,COVID-19,The employees are not represented by a union,Temporary Plant Layoff
3/30/2020,Temporary Plant Closing,Rooftop 63 LLC,"63 W. 38th Street New York, NY 10018",New York County,(646) 498-4247,Restaurant,70,70,3/16/2020,COVID-19,The employees are not represented by a union,Temporary Plant Closing
3/31/2020,Temporary Plant Layoff,"Uncle Biagio, LLC dba Don Angie","103 Greenwich Avenue New York, NY 10014",New York County,(646) 277-2357,Restaurant,45,0,3/31/2020,COVID-19,The employees are not represented by a union,Temporary Plant Layoff
3/31/2020,Temporary Plant Closing,Blue Smoke 102 North End Ave LLC dba Blue Smoke,"255 Vesey Street New York, NY 10281",New York County,(917) 406-6702,Restaurant,63,63,3/18/2020,COVID-19,The employees are not represented by a union,Temporary Plant Closing
4/1/2020,Temporary Plant Closing,"55th Street Hospitality Holdings, LLC dba The Ricky Fishbowl and PHD Terrace","210 West 55th Street New York, NY 10019",New York County,(212) 776-9220,Restaurant,95,95,3/23/2020,COVID-19,The employees are not represented by a union,Temporary Plant Closing
3/31/2020,Temporary Plant Layoff,"UOVO Art, LLC","41-54 22nd Street Long Island City, NY 11101",Kings/Queens County,(646) 565-4820,Art Storage and Services,9,0,3/31/2020,COVID-19,The employees are not represented by a union,Temporary Plant Layoff
3/30/2020,Temporary Plant Closing,"Standard High Line Employer, LLC","848 Washington Street New York, NY 10014",New York County,(212) 784-5512,Hotel,164,164,3/22/2020,COVID-19,The employees are not represented by a union,Temporary Plant Closing
3/27/2020,Temporary Plant Closing,Omni Berkshire Corporation dba Omni Berkshire Place Hotel,"21 East 52nd Street New York, NY 10022",New York County,(212) 754-5001,Hotel,52,0,3/24/2020,COVID-19,The employees are not represented by a union,Temporary Plant Closing
3/17/2020,Temporary Plant Closing,"Sushi by Bou Global, LLC (multiple sites)","32A E. 32nd Street New York, NY 10016",New York County,(646) 233-6532,Restaurant,60,0,3/17/2020,COVID-19,The employees are not represented by a union. Non Union,Temporary Plant Closing
4/1/2020,Temporary Plant Layoff,Welsbach Electric Corp.,"11101 14th Ave. College Point, NY 10013",Queens County,(718) 916-0454,Electricians,31,0,3/6/2020,COVID-19,"Local Union No.3, Local Union 1249, Local Union 363",Temporary Plant Layoff
3/23/2020,Temporary Plant Closing,"Jean Georges of Pound Ridge LLC, dba The Inn at Pound Ridge","258 Westchester Ave Pound Ridge, NY 10576",Westchester County,(717) 606-6367,Restaurant,83,83,3/15/2020,COVID-19,The employees are not represented by a union,Temporary Plant Closing
3/27/2020,Temporary Plant Layoff,Legendary Auto Interiors,"121 W. Shore Blvd. Newark, NY 14513",Wayne County,(315) 521-4296,Custom auto interior parts for classic car restoration,57,57,3/30/2020,COVID-19,The employees are not represented by a union,Temporary Plant Layoff
3/26/2020,Temporary Plant Layoff,"Team Member Services LLC, dba Autobahn Indoor Speedway","2272 Palisades Center Dr. West Nyack, NY 10994",Rockland County,(904) 425-5005 Ext,Go-kart track,27,0,3/27/2020,COVID-19,The employees are not represented by a union,Temporary Plant Layoff
3/18/2020,Temporary Plant Closing,Allen Boulevard Corp.,"71 Allen Blvd. Farmingdale, NY 11735",Nassau County,-----,Industrial Machinery & Equipment,18,18,3/18/2020,COVID-19,"United Food and Commercial Workers Union, Local 2013",Temporary Plant Closing
3/26/2020,Temporary Plant Layoff,"Levene Gouldin & Thompson, LLP","450 Plaza Drive Vestal, NY 13850",Broome County,(607) 584-5776,Attorney's Office,31,0,3/13/2020,COVID-19,The employees are not represented by a union,Temporary Plant Layoff
3/27/2020,Temporary Plant Closing,"Positive Promotions, Inc.","15 Gilpin Ave. Hauppauge, NY 11788",Hempstead County,(631) 486-2316,Promotional Product Supplier,236,0,3/18/2020,COVID-19,"Local 6559 Warehouse and Production Employees Union, AFL-CIO",Temporary Plant Closing
3/26/2020,Temporary Plant Layoff,Akwesasne Mohawk Casino Resort,"873 NY-37 Hogansburg, NY 13655",Franklin County,(518) 358-2222 Ext,Casino Hotel,700,776,3/17/2020,COVID-19,The employees are not represented by a union,Temporary Plant Layoff
3/26/2020,Temporary Plant Layoff,Inn at Fox Hollow,"7755 Jericho Turnpike Woodbury, NY 11797",Nassau County,-----,Hotel,58,0,3/26/2020,COVID-19,The employees are not represented by a union,Temporary Plant Layoff
3/26/2020,Temporary Plant Layoff,Scotto Brothers Corporate Office,"40 Crossways Park Drive, Suite 100 Woodbury, NY 11797",Oyster Bay County,-----,Restaurant,3,0,3/26/2020,COVID-19,The employees are not represented by a union,Temporary Plant Layoff
3/27/2020,Temporary Plant Layoff,"Coast Professional, Inc.","611 Jamison Road Elmira, NY 14059",Chemung County,(585) 683-5280,Collection Agency,146,0,3/20/2020,COVID-19,The employees are not represented by a union,Temporary Plant Layoff
3/25/2020,Temporary Plant Closing,"Waxing Centers of Buffalo, LLC","3211 Southwestern Blvd. Orchard Park, NY 14127",Erie County,(716) 674-3736,Waxing Services,93,104,3/18/2020,COVID-19,The employees are not represented by a union,Temporary Plant Closing
3/20/2020,Temporary Plant Layoff,"Fireman Hospitality Group Café Concepts, Inc. dba Café Concepts","890 Seventh Avenue New York, NY 10019",New York County,(646) 927-0383,Restaurant,143,0,3/16/2020,COVID-19,The employees are not represented by a union,Temporary Plant Layoff
3/31/2020,Temporary Plant Closing,USE LX LLC dba Lexus Intersect,"412 West 14th Street New York, NY 10014",New York County,(917) 406-6702,Catering,62,0,3/18/2020,COVID-19,The employees are not represented by a union,Temporary Plant Closing
4/2/2020,Temporary Plant Closing,HLD Tribeca LLC dba Sushi of Gari Tribeca,"130 West Broadway New York, NY 10013",New York County,(212) 517-5340 Ext,Restaurant,22,22,3/31/2020,COVID-19,The employees are not represented by a union,Temporary Plant Closing
3/20/2020,Temporary Plant Closing,Varflex Corporation,"512 W. Court Street Rome, NY 13440",Oneida County,(315) 336-4400,Electrical Supply Store,145,145,3/20/2020,COVID-19,The employees are not represented by a union,Temporary Plant Closing
3/23/2020,Temporary Plant Layoff,"Elizabeth Wende Breast Care, LLC","170 Sawgrass Drive Rochester, NY 14620",Rochester County,(585) 758-7003,Health Care Provider - Mammography,78,0,3/23/2020,COVID-19,The employees are not represented by a union,Temporary Plant Layoff
3/26/2020,Temporary Plant Layoff,The Ritz-Carlton New York Central Park,"50 Central Park South New York, NY 10019",New York County,(212) 521-6025,Hotel,315,326,3/14/2020,COVID-19,New York Hotel Trades Council,Temporary Plant Layoff
3/27/2020,Temporary Plant Layoff,American Management Association International (NYC),"1601 Broadway New York, NY 10019",New York County,(212) 903-8018,Consulting Group,23,0,3/27/2020,COVID-19,The employees are not represented by a union,Temporary Plant Layoff
3/27/2020,Temporary Plant Layoff,American Management Association International (Saranac Lake),"600 AMA Way Saranac Lake, NY 12983",Franklin/Clinton County,(212) 903-8018,Consulting Group,46,0,3/27/2020,COVID-19,The employees are not represented by a union,Temporary Plant Layoff
3/27/2020,Plant Closing,P.F. Chang's China Bistro (Westbury - Store #4800),"1504 Old Country Rd #B9A Westbury, NY 11590",Nassau County,(480) 318-9583,Restaurant,118,118,3/26/2020,COVID-19,The employees are not represented by a union,Plant Closing
3/30/2020,Temporary Plant Layoff,"Harbor Day Care Center, Inc. dba Harbor Child Care","999 Herricks Road New Hyde Park, NY 11040",Nassau County,(516) 248-5002,Education and Child Care,272,276,3/16/2020,COVID-19,The employees are not represented by a union,Temporary Plant Layoff
3/30/2020,Temporary Plant Layoff,"Two's Company, Inc.","500 Saw Mill Road Elmsford, NY 10523",Westchester County,(914) 345-2222,Retail,109,0,3/30/2020,COVID-19,The employees are not represented by a union,Temporary Plant Layoff
4/2/2020,Temporary Plant Closing,"HLD Columbus LLC, dba Gari Columbus","370 Columbus Avenue New York, NY 10024",New York County,(212) 517-5340 Ext,Restaurant,30,0,3/31/2020,COVID-19,The employees are not represented by a union,Temporary Plant Closing
4/2/2020,Temporary Plant Closing,"HLD Gari LLC, dba Sushi of Gari Upper East Side","402 East 78th Street New York, NY 10075",New York County,(212) 517-5340 Ext,Restaurant,25,25,3/31/2020,COVID-19,The employees are not represented by a union,Temporary Plant Closing
3/26/2020,Temporary Plant Layoff,"Mark Former, M.D., P.C. and Mark Fromer LLC","500 Park Avenue New York, NY 10065",New York/Queens/Bronx County,(212) 832-9228,Ophthalmologist,105,0,3/19/2020,COVID-19,The employees are not represented by a union,Temporary Plant Layoff
3/18/2020,Temporary Plant Closing,Evelyn Hotel LLC,"7 East 27th Street New York, NY 10016",New York County,(212) 453-4021,Hotel,45,0,3/24/2020,COVID-19,"New York Hotel & Motel Trades Council, AFL-CIO",Temporary Plant Closing
3/18/2020,Temporary Plant Closing,Iroquois Hotel LLC,"49 West 44th Street New York, NY 10036",New York County,(212) 453-4021,Hotel,50,0,3/24/2020,COVID-19,"New York Hotel & Motel Trades Council, AFL-CIO",Temporary Plant Closing
3/18/2020,Temporary Plant Closing,"Washington Jefferson Hotel, LLC","318 West 51st Street New York, NY 10019",New York County,(212) 453-4021,Hotel,45,0,3/24/2020,COVID-19,"New York Hotel & Motel Trades Council, AFL-CIO",Temporary Plant Closing
3/18/2020,Temporary Plant Closing,Belleclaire Hotel LLC,"2175 Broadway New York, NY 10024",New York County,(212) 453-4021,Hotel,55,0,3/24/2020,COVID-19,"New York Hotel & Motel Trades Council, AFL-CIO",Temporary Plant Closing
3/18/2020,Temporary Plant Closing,"Edison Hotel, LLC","228 West 47th Street New York, NY 10036",New York County,(212) 453-4021,Hotel,250,0,3/24/2020,COVID-19,"New York Hotel & Motel Trades Council, AFL-CIO",Temporary Plant Closing
3/18/2020,Temporary Plant Closing,Frederick Hotel,"318 West 51st Street New York, NY 10019",New York County,(212) 453-4021,Hotel,45,0,3/24/2020,COVID-19,The employees are not represented by a union,Temporary Plant Closing
3/18/2020,Temporary Palnt Closing,Harvard Club of New York,"35 West 44th Street New York, NY 10036",New York County,(347) 702-3444,Hotel,275,0,3/23/2020,COVID-19,"New York Hotel & Motel Trades Council, AFL-CIO",Temporary Plant Closing
3/17/2020,Temporary Plant Closing,Silver Autumn Hotel Corporation LTD dba Warwick New York Hotel,"65 West 54th Street New York, NY 10019",New York County,(212) 314-7833,Hotel,275,275,3/17/2020,COVID-19,"New York Hotel & Motel Trades Council, AFL-CIO",Temporary Plant Closing
